pgpid,shelfmark,type,doc_date_original,doc_date_calendar,doc_date_standard
11295,ENA 4020.60a,List or table,26 Tishrei 1462,Seleucid,1150
11315,ENA 2560.1,Legal document,12 Nisan 1571,Seleucid,1260-03-25
11323,ENA NS 12.3,List or table,937,Hijrī,1530-08-25/1531-08-14
11336,ENA NS I.90,Legal document,"Wednesday, end of Shevaṭ 1402",Seleucid,1091
11338,ENA NS 54.17,Legal document,Sivan 5304,Anno Mundi,1544-05-23/1544-06-21
11340,ENA 2558.22,Legal document,middle third of Shevaṭ 1554,Seleucid,1243-01-04/1243-01-13
11349,ENA 3616.3,Legal document,"Monday, 6 Sivan 5252",Anno Mundi,1492-06-01
11358,ENA NS 17.30,Legal document,[1]403,Seleucid,1092
11362,ENA NS 29.17,Legal document,Shevat 5562,Anno Mundi,1802-01-04/1802-02-02
11376,ENA NS 49.20,Legal document,"Tuesday, 2 Ḥeshvan 5324",Anno Mundi,1563-10-19
11377,ENA NS 5.30,Legal document,Ṭevet 5338,Anno Mundi,1578-01-01/1578-01-08
11378,ENA NS 50.1,Legal document,"Wednesday, 1 Tevet 5416",Anno Mundi,1655-12-29
11379,ENA NS 50.7,Legal document,10 Ḥeshvan 5488,Anno Mundi,1727-10-25
11380,ENA NS 50.8,Legal document,Ḥeshvan 5562,Anno Mundi,1801-10-08/1801-11-05
11381,ENA NS 53.20,Legal document,1 Elul 5323,Anno Mundi,1563-08-20
11382,ENA NS 53.21,Legal document,1 Shevat 5287,Anno Mundi,1527-01-03
11383,ENA NS 53.22,Legal document,Shevaṭ 5306,Anno Mundi,1546-01-04/1546-02-02
11384,ENA NS 54.18,Legal document,Tammuz 5353,Anno Mundi,1593-07-01/1593-07-29
11400,ENA NS I.94b,Legal document,1 Nisan 1546,Seleucid,1235-03-22
11401,ENA 3844.9,Legal document,1423,Seleucid,1111-09-05/1112-09-22
11402,ENA NS 47.12,Legal document,"Wednesday, 18 Sivan 1806",Seleucid,1495-06-10
11403,ENA NS 38.12,Legal document,7 Adar II 5331,Anno Mundi,1571-03-04
11404,ENA 2750.10 + ENA 2750.11,Legal document,5341,Anno Mundi,1580-09-10/1581-08-28
11407,ENA 2634.14 + ENA 2634.13,Legal document,1201,Hijrī,1786-10-24/1787-10-12
11410,ENA 2562.3,Legal document,14 Elul 5321,Anno Mundi,1561-08-26
11413,ENA 4011.62,Legal document,Av 1466,Seleucid,1155
11417,ENA 2738.24,Legal document,19 Shevaṭ 5585,Anno Mundi,1825-02-07
11418,ENA 2806.14,Legal document,Middle third of Sivan 4895,Anno Mundi,1135
11423,ENA NS 18.11,Legal document,[14]56,Seleucid,1144-08-31/1145-09-19
11424,ENA 2558.19,Legal document,Ṭevet 1525,Seleucid,1213-12
11425,ENA NS 59.34,Legal document,10 Tevet 5325,Anno Mundi,1564-12-14
11426,ENA NS 47.11,Legal document,"Thursday, 29 Tammuz 5437",Anno Mundi,1677-07-29
11427,ENA NS 49.23,Legal document,"Monday, 22 Adar II 5456",Anno Mundi,1696-03-26
11428,ENA NS 56.6,Legal document,Tammuz 5562,Anno Mundi,1802-07-01/1802-07-29
11429,ENA NS 51.28,Legal document,1 Shevat 5578,Anno Mundi,1818-01-08
11430,ENA NS 53.27,Legal document,28 Heshvan 5557,Anno Mundi,1796-11-29
11437,ENA 4011.2,Legal document,Kislev 1454,Seleucid,1133
11443,ENA 2461.18,Legal document,9 Kislev 1527,Seleucid,1215/1216
11462,ENA 3905.1,Legal document,9 Ramaḍān 883,Hijrī,1478-04-04/1479-03-24
11464,ENA 4010.46,Legal document,[13]57,Seleucid,1045/1046
11472,ENA NS 17.27,Legal document,"Sunday, 21 Av 4813",Anno Mundi,1053-08-08
11483,ENA NS 38.4,Letter,439,Hijrī,1047-06-28/1048-06-15
11485,ENA NS 45.14,Legal document,15 Adar II 5578,Anno Mundi,1818-03-23
11489,ENA NS 47.7,Letter,Sivan 5575,Anno Mundi,1815-06-09/1815-07-08
11493,ENA NS 63.15,Legal document,first decade of Kislev 5439,Anno Mundi,1678-11-16/1678-11-25
11503,ENA NS 71.1,Legal document,25 Shaʿbān 1280,Hijrī,1864-02-04
11509,ENA 4011.47,Legal document,last third of Shevaṭ 1448,Seleucid,1137-01-15/1137-01-24
11511,ENA NS I.94c,Legal document,first decade of Ḥeshvan 1548,Seleucid,1236-10-02/1236-10-11
11512,ENA 4011.37,Legal document,1492,Seleucid,1180-09-22/1181-09-11
11513,ENA 2562.1,Legal document,"Monday, 11 Ṭevet 1800",Seleucid,1488-12-15
11514,ENA NS 7.23,Legal document,first decade of Av 1456,Seleucid,1145
11517,ENA 2559.7a,Legal document,4974,Anno Mundi,1213-09-17/1214-09-05
11519,ENA NS I.93b,Legal document,6 Adar II 1546,Seleucid,1235
11536,ENA 4011.58,Legal document,Av 1433,Seleucid,1122-07-07/1122-08-05
11537,"MS 8254, fol. 17a",Legal document,4976,Anno Mundi,1215/1216
11539,ENA 3960.7,Legal document,909,Hijrī,1503-06-26/1504-06-13
11540,ENA 3960.9,Legal document,20 Rabīʿ I 909,Hijrī,1503-09-12
11543,ENA 2557.148,Legal document,"Monday, 18 Kislev 1390",Seleucid,1078-11-26
11554,ENA 2558.17,Legal document,1540,Seleucid,1228/1229
11555,ENA 2558.30d,Legal document,14 Sivan 156[.],Seleucid,1250/1258
11571,ENA NS I.96b,Legal document,1522,Seleucid,1211-06-15/1212-06-02
11573,ENA 2556.2b,Legal document,Elul 1308,Seleucid,0997-08-08/0997-09-05
11583,ENA NS 47.27,Legal document,"Friday, 4 Tammuz 5279",Anno Mundi,1519-06-03
11584,ENA NS 49.31,Legal document,13 Heshvan 5311,Anno Mundi,1550-10-23
11585,ENA NS 50.32,Legal document,"Tuesday, 25 Ḥeshvan 1362",Seleucid,1050-11
11586,ENA NS 51.22,Legal document,Sivan 5581,Anno Mundi,1821-06-01/1821-06-30
11587,ENA NS 54.7,Legal document,Elul 5376,Anno Mundi,1616-08-14/1616-09-11
11589,ENA NS 58.30,Legal document,Shevat 5624,Anno Mundi,1864-01-09/1864-02-07
11591,ENA NS 62.23,Legal document,Av – Elul 1527,Seleucid,1216-07-18/1216-09-14
11596,"MS 9160, fol. 3",Letter,5375,Anno Mundi,1614-09-04/1615-09-23
11610,ENA 2634.2 + ENA 2634.1,Letter,7 Av 5656,Anno Mundi,1896-07-17
11628,ENA 2875.40,Letter,Adar II 1535,Seleucid,1224-02-23/1224-03-22
11679,ENA 3913.4,Legal document,20 Shawwāl 815,Hijrī,1413-01-23
11682,ENA 3914.3,Legal document,Dhū l-Ḥijja 442,Hijrī,1051-04-16/1051-05-14
11697,ENA 3956.19,Legal document,4 Ramaḍān 545,Hijrī,1150-12-25
11700,ENA 3974.1,Legal document,19 Shaʿbān 955,Hijrī,1548-09-05/1548-10-03
11703,ENA 3975.1,Letter,438,Hijrī,1046-07-08/1047-06-27
11720,ENA NS 17.34,Letter,End of Iyyar 5791,Anno Mundi,1031
11735,ENA NS 29.19,Legal document,Sivan 5578,Anno Mundi,1818-06-05/1818-07-04
11737,ENA NS 29.22,Letter,1 Tammuz 5499,Anno Mundi,1739-07-07
11747,ENA NS 31.24,Letter,Adar 5603,Anno Mundi,1843-02-01/1843-03-02
11766,ENA NS 36.19,Letter,12 Tammuz 5559,Anno Mundi,1799-07-15
11767,ENA NS 36.29,Letter,29 Av 5574,Anno Mundi,1814-08-15
11794,ENA NS 47.13,Letter,5375,Anno Mundi,1614-09-04/1615-09-23
11795,ENA NS 47.14,Letter,6 Kislev 5439,Anno Mundi,1678-11-21
11799,ENA NS 47.3,Letter,Sivan 1528,Seleucid,1217-05-09/1217-06-07
11808,ENA NS 53.23,Letter,5539,Anno Mundi,1778-09-22/1779-09-10
11838,ENA NS 7.17 + ENA NS 7.16,Legal document,"Monday, 4 Av 1758",Seleucid,1447-07-17
11853,ENA NS 7.56,Legal document,Adar I 4834,Anno Mundi,1074-02-01/1074-03-02
11885,ENA NS 77.100,Letter,25 Av 4975,Anno Mundi,1215-07-23
11997,ENA 3787.7,Legal document,449,Hijrī,1057-03-10/1058-02-27
11998,ENA 3957.11,Credit instrument or private receipt,18 Ramaḍān 438,Hijrī,1047-03-18
12003,ENA 3958.5,Legal document,16 Rabīʿ I 911,Hijrī,1505-08-17
12004,ENA 3975.3,Legal document,544,Hijrī,1149-05-11/1150-04-29
12005,ENA 3975.6,Legal document,27 Dhū l-Qaʿda 569,Hijrī,1174-06-29
12008,ENA NS 33.30,Credit instrument or private receipt,Rabīʿ al-Awwal 1259,Hijrī,1843
12030,ENA 4101.2,Letter,5300,Anno Mundi,1539-09-13/1540-09-01
12210,ENA NS 63.14,Letter,3 Heshvan 5584,Anno Mundi,1823-10-08
12212,ENA NS 63.3,Letter,"Friday, 14 Sivan 5577",Anno Mundi,1817-05-29
12213,ENA NS 63.5,Letter,5 Tammuz 5587,Anno Mundi,1827-06-30
12276,ENA 2560.5,Letter,1 Ḥeshvan 1463,Seleucid,1151-10-13
12297,ENA 2558.29,Letter,10 Sivan 4999,Anno Mundi,1239-05-15
12306,ENA NS 63.6,Letter,Iyyar 2150,Seleucid,1839-04-15/1839-05-13
12321,ENA 2560.7,Letter,12 Elul 5566,Anno Mundi,1806-08-26
12322,ENA 2560.8,Letter,1 Elul 5568,Anno Mundi,1808-08-24
12334,ENA NS 50.12,Letter,5148,Anno Mundi,1387-09-14/1388-09-02
12346,ENA NS I.97,Letter,1 Kislev 5415,Anno Mundi,1654-09-12/1655-10-01
12383,ENA NS 39.14,Letter,12 Av [5]374,Anno Mundi,1614-07-18
12403,ENA 3997.1,Letter,10 Nisan 5528,Anno Mundi,1768-03-28
12416,ENA 1822a.80,Legal document,742,Hijrī,1341-06-17/1342-06-05
12453,ENA 2727.45,Letter,"Monday, 17 Ḥeshvan [5318]",Anno Mundi,1557-10-11
12527,ENA 2715.20 + ENA 2715.21 + ENA 2715.19,List or table,26 Sivan 5632,Anno Mundi,1872-07-02
12528,ENA 2715.19 + ENA 2715.21 + ENA 2715.20,List or table,26 Sivan 5632,Anno Mundi,1872-07-02
12529,ENA 2715.19 + ENA 2715.20 + ENA 2715.21,List or table,26 Sivan 5632,Anno Mundi,1872-07-02
12533,ENA 2898.4 + ENA 2898.3,List or table,20 Ramaḍān (9)46,Hijrī,1540-01-29
12553,ENA 3362.8,Legal document,Shevaṭ 1536,Seleucid,1225-01-11/1225-02-09
12584,ENA 3909.9,Credit instrument or private receipt,Rajab 527,Hijrī,1133-05-08/1133-06-06
12599,ENA NS 29.11,List or table,Adar I 5364,Anno Mundi,1604-02-02/1604-03-02
12615,ENA NS 36.7,Legal document,5585,Anno Mundi,1824-09-23/1825-09-12
12664,ENA NS 71.12,State document,403-12-25,Hijrī,1012-07-23/1013-07-12
12692,ENA NS I.50,List or table,Iyyar 5411,Anno Mundi,1651-04-22/1651-05-20
12720,ENA NS 11.16,List or table,Rabīʿ I 441,Hijrī,1049-08-03/1049-09-01
12724,ENA NS I.96a,Letter,1496,Seleucid,1184-09-08/1185-08-28
12748,ENA 3730.10,List or table,19 Muharram 1058,Hijrī,1648-02-14
12789,ENA 2099.9,List or table,Kislev 1527,Seleucid,1215/1216
12798,ENA 1822a.82 + ENA 1822a.83 + ENA 1822a.83a + ENA NS 27.7 + ENA NS 39.2,List or table,28 Nisan 5492,Anno Mundi,1732-04-23
12852,ENA 3306.1,Legal document,5544,Anno Mundi,1783-09-27/1784-09-15
12853,ENA 3306.2,Legal document,5544,Anno Mundi,1783-09-27/1784-09-15
12855,ENA 3306.4,Legal document,"Friday, 14 Adar II 5518",Anno Mundi,1758-03-24
12856,ENA 3306.6,Legal document,26 Elul 5545,Anno Mundi,1785-09-01
12872,ENA NS 29.20,Legal document,"Sunday, 14 Tishrei 5557",Anno Mundi,1796-10-16
12879,ENA NS 30.5,Legal document,29 Shevat 5535,Anno Mundi,1775-01-30
12881,ENA NS 31.23,Legal document,5579,Anno Mundi,1818-10-01/1819-09-19
12883,ENA NS 50.2,Legal document,4 Nisan 2151,Seleucid,1840-04-07
12884,ENA NS 54.19,Legal document,Shevaṭ 2005,Seleucid,1694-01-27/1694-02-25
12885,ENA NS 56.7,Legal document,15 Sivan 5566,Anno Mundi,1806-06-01
12887,ENA NS 31.7,Legal document,1 Tammuz 5569,Anno Mundi,1809-06-15
12892,ENA 4100.24a,Letter,Ṣafar 481,Hijrī,1088-04-26/1088-05-24
12939,ENA NS 76.13,Legal document,17[..],Seleucid,1388/1488
13140,ENA NS 76.435.6 + ENA NS 76.435.7,Legal document,"Wednesday, 15 [Kislev] 1500",Seleucid,1188-12
13556,ENA NS 77.334 + ENA NS 77.231,List or table,Ramaḍān 4[..],Hijrī,1011/1106
13600,ENA NS 77.278,Paraliterary text,Rabīʿ I 1023,Hijrī,1614-04-11/1614-05-10
13625,ENA NS 77.31,List or table,Muḥarram 1003,Hijrī,1594-09-16/1594-10-15
13677,ENA NS 77.373,List or table,14 Muḥarram 946,Hijrī,1539-06-01
14194,ENA NS 83.18,Legal document,432,Hijrī,1040-09-11/1041-08-30
15715,ENA 1177.31,,1912,Seleucid,1600-09-09/1601-09-26
15720,ENA NS I.93a,Letter,23 Ḥeshvan 1539,Seleucid,1227-11-11
15802,ENA 1267.1,Legal query or responsum,Shevat 1518,Seleucid,1207-01
15846,ENA 2559.6,Legal document,"Monday, 6 Elul [15]27",Seleucid,1216-08-22
15890,ENA NS 30.3,Legal document,Sivan 5488,Anno Mundi,1728-05-09/1728-06-07
15893,ENA NS 35.9,Legal document,25 Adar 5500,Anno Mundi,1740-03-24
15931,ENA 4011.76,Paraliterary text,"Friday, 13 Kislev 1460",Seleucid,1148-11-26
15932,ENA 4011.65,Legal document,Heshvan 1435,Seleucid,1123-10-22/1123-11-20
15967,ENA 1822a.97,List or table,15 Shevat 5450,Anno Mundi,1690-01-25
15981,ENA 4011.16,Legal document,middle decade of Elul 1437,Seleucid,1126-09
15989,ENA 4020.8,Letter,535,Hijrī,1140-08-17/1141-08-05
16003,ENA 624.5,,14 Shawwal 1193,Hijrī,1779-10-25
16004,ENA 624.20,,29 Muharram 1181,Hijrī,1767-06-27
16005,ENA 624.21,,27 Ramadan 1180,Hijrī,1767-02-26
16051,"Moss. Ia,1.3",Legal document,1505,Seleucid,1193/1194
16056,"Moss. V,376",Legal document,1441,Seleucid,1129-09-16/1130-09-05
16059,"Moss. V,394.1",Legal document,"Monday, 8 Adar I 5293",Anno Mundi,1533-02-03
16067,"Moss. VII,16.2",Legal document,5305,Anno Mundi,1544-09-18/1545-09-06
16069,"Moss. VII,20.1",Legal document,"Monday, 26 Ḥeshvan 5342",Anno Mundi,1581-10-23
16078,"Moss. VII,4.1",Legal document,"Wednesday, 8 Dhū l-Qaʿda 419",Hijrī,1028-11-28
16079,"Moss. VII,40.2 + T-S Ar.50.73",Legal document,Shevaṭ 1432,Seleucid,1120-12-23/1121-01-21
16080,"Moss. VII,41.1",Legal document,"Wednesday, 12 Shevat 5321",Anno Mundi,1561-01-29
16082,"Moss. VII,48.2",Legal document,[5]326,Anno Mundi,1565-08-27/1566-09-13
16083,"Moss. VII,50.2",Legal document,Sivan 1434,Seleucid,1123-05-27/1123-06-25
16086,"Moss. VII,58.1",Legal document,"Thursday, 23 Ḥeshvan 1542",Seleucid,1230-10-31
16088,"Moss. VII,72",Legal document,"Thursday, 27 Elul 1535",Seleucid,1224-09-13
16090,"Moss. VII,79.1",Legal document,14 Ḥeshvan 1578,Seleucid,1266-10-14
16092,"Moss. VII,84.2",Legal document,1556,Seleucid,1244-09-05/1245-09-22
16099,"Moss. VII,9.5",Legal document,1454,Seleucid,1142-09-22/1143-09-10
16103,"Moss. VII,96.1",Legal document,[14]61,Seleucid,1149-09-05/1150-09-22
16110,T-S 10J13.25,Legal document,1 Tammuz 5249,Anno Mundi,1489-05-31
16111,T-S 10J13.28,Legal document,Kislev 5479,Anno Mundi,1718-11-24/1718-12-22
16112,T-S 10J28.5,Legal document,First decade of Elul 1447,Seleucid,1136-07-31/1136-08-09
16113,"MS 9160, fol. 7 + T-S 10J4.19",Legal document,Shevaṭ 5564,Anno Mundi,1804-01-14/1804-02-12
16114,T-S 10J6.19,Legal document,1 Adar 5562,Anno Mundi,1802-02-03
16115,T-S 10J6.20,Legal document,Heshvan 5570,Anno Mundi,1809-10-11/1809-11-08
16116,T-S 10J6.21,Legal document,14 Nisan 5576,Anno Mundi,1816-04-12
16124,T-S 13J18.30,Legal document,Elul 5586,Anno Mundi,1826-09-03/1826-09-12
16125,T-S 13J25.22,Legal document,5416,Anno Mundi,1655-10-02/1656-09-18
16126,T-S 13J4.17,Legal document,6 Sivan 5321,Anno Mundi,1561-05-21
16127,T-S 13J4.18,Legal document,"Wednesday, 1 Adar II 5323",Anno Mundi,1563-02-24
16128,T-S 13J4.19,Legal document,2 Iyyar 5324,Anno Mundi,1564-04-14
16129,T-S 13J4.20,Legal document,"Tuesday, 1 Shevaṭ 5329",Anno Mundi,1569-01-19
16130,T-S 13J4.21,Legal document,"Monday, 20 Av 5348",Anno Mundi,1588-08-13
